epoch,train_loss,train_iou,val_loss,val_iou
0,0.9012331366539001,0.17645280063152313,0.8955307602882385,0.11375486850738525
1,0.8616443276405334,0.2467217594385147,0.8379600048065186,0.3316856622695923
2,0.8130007982254028,0.29634392261505127,0.7854029536247253,0.2544558346271515
3,0.7328076958656311,0.33354076743125916,0.7228138446807861,0.2473963350057602
4,0.6227467060089111,0.37834569811820984,0.6564236879348755,0.37046706676483154
5,0.5269206166267395,0.4202529489994049,0.5448313355445862,0.367414265871048
6,0.4519287347793579,0.4549371302127838,0.6917920708656311,0.21344676613807678
7,0.40340784192085266,0.47985363006591797,0.4124062657356262,0.46303790807724
8,0.37477630376815796,0.4966990649700165,0.39495202898979187,0.47040504217147827
9,0.34656020998954773,0.5185869336128235,0.3511454164981842,0.5063942074775696
10,0.33470338582992554,0.525386393070221,0.3360268473625183,0.5184892416000366
11,0.3257390558719635,0.5331438183784485,0.37533038854599,0.4693821370601654
12,0.3217107653617859,0.5333908200263977,0.3337098956108093,0.5181049108505249
13,0.29851147532463074,0.5599244832992554,0.35260093212127686,0.503583550453186
14,0.2922903001308441,0.5637975335121155,0.3274063766002655,0.5224820375442505
15,0.27779653668403625,0.5792403221130371,0.3213290274143219,0.5297038555145264
16,0.2744227647781372,0.5836696624755859,0.3353981375694275,0.5109356641769409
17,0.2797452211380005,0.5771891474723816,0.3781902492046356,0.4577098786830902
18,0.2659749686717987,0.58999103307724,0.34477606415748596,0.4930093586444855
19,0.26226797699928284,0.59535813331604,0.3480990529060364,0.5012874007225037
20,0.2524755299091339,0.607181966304779,0.3123190999031067,0.5339642763137817
21,0.245624840259552,0.6159075498580933,0.31015926599502563,0.5409054756164551
22,0.23517557978630066,0.6281689405441284,0.29276880621910095,0.5576151013374329
23,0.24504172801971436,0.6167868375778198,0.30676746368408203,0.5381510853767395
24,0.24610154330730438,0.6137540340423584,0.31359875202178955,0.5315062999725342
25,0.2380877584218979,0.6230236291885376,0.29053306579589844,0.5629197359085083
26,0.2224893867969513,0.6447427272796631,0.35141080617904663,0.48291540145874023
27,0.22244112193584442,0.6434628367424011,0.2735472023487091,0.5831111073493958
28,0.2152469903230667,0.652373194694519,0.3198244869709015,0.5161962509155273
29,0.21991580724716187,0.6480416655540466,0.29213598370552063,0.5590223073959351
30,0.21272890269756317,0.6557088494300842,0.30163300037384033,0.5466188788414001
31,0.2133703976869583,0.6539840698242188,0.2905803322792053,0.5589818358421326
32,0.19005060195922852,0.6859411001205444,0.27835556864738464,0.5754325985908508
33,0.19409717619419098,0.6799390912055969,0.27195194363594055,0.582080066204071
34,0.19665463268756866,0.6770103573799133,0.2691321074962616,0.5828607678413391
35,0.18146060407161713,0.696753203868866,0.3110857307910919,0.533207356929779
36,0.19531546533107758,0.678802490234375,0.27523383498191833,0.570243239402771
37,0.1867496818304062,0.6906888484954834,0.28185364603996277,0.5664886236190796
38,0.177911177277565,0.7008591294288635,0.27087756991386414,0.5804593563079834
39,0.17941688001155853,0.70003741979599,0.27463075518608093,0.5776852965354919
40,0.167099267244339,0.7184001207351685,0.2676304578781128,0.5858367681503296
41,0.16799791157245636,0.7157896757125854,0.2866479158401489,0.561306893825531
42,0.16879916191101074,0.7149176001548767,0.3039271831512451,0.5367960929870605
43,0.16292127966880798,0.7237135171890259,0.26887497305870056,0.5837606191635132
44,0.16685256361961365,0.7176344990730286,0.29647138714790344,0.5562173128128052
45,0.15649481117725372,0.7322580814361572,0.27179786562919617,0.5808467268943787
46,0.148484468460083,0.7439740300178528,0.2520325481891632,0.5999026298522949
47,0.13954709470272064,0.7565611600875854,0.2635059356689453,0.5891691446304321
48,0.14576983451843262,0.7494698762893677,0.24781659245491028,0.6099414825439453
49,0.16038700938224792,0.728420615196228,0.26642635464668274,0.5869413018226624
50,0.14318333566188812,0.7520360350608826,0.2792321741580963,0.5690198540687561
51,0.13816826045513153,0.7592194676399231,0.25938087701797485,0.590860903263092
52,0.1397247463464737,0.7575446963310242,0.268024206161499,0.5844885110855103
53,0.1375269591808319,0.7607196569442749,0.2897014319896698,0.5513588786125183
54,0.13312339782714844,0.7666229605674744,0.2860265076160431,0.5571193099021912
55,0.11507218331098557,0.7948733568191528,0.25658586621284485,0.597972571849823
56,0.10819841176271439,0.8058082461357117,0.2586400508880615,0.5969247221946716
57,0.1118842214345932,0.8010193705558777,0.25691938400268555,0.5971981287002563
58,0.10086145997047424,0.8172526955604553,0.26890358328819275,0.5820925831794739
59,0.09875646978616714,0.8205403089523315,0.2639337480068207,0.5884193181991577
60,0.09790752828121185,0.8220000863075256,0.25434306263923645,0.6024265289306641
61,0.09794999659061432,0.8217934966087341,0.2573603093624115,0.5979851484298706
62,0.09451741725206375,0.8273804783821106,0.2635946571826935,0.5866933465003967
63,0.093363456428051,0.8292331695556641,0.2631443738937378,0.5934527516365051
64,0.09659716486930847,0.8240159153938293,0.2623261511325836,0.5932204127311707
